Godina,Izvođač,Naziv_pesme,Žanr,Akustičnost,Plesozovnost,Instrumentalnost,Glasnoća,Valentnost,Energičnost,Muzička_dekada
1993,carole king,now and forever,pop,0.308232237,0.555940648,7.35e-06,0.680204087,0.381698269,0.502486965,1990s
1993,lucky dube,remember me,pop,0.138553352,0.723816744,6.47e-06,0.716047484,0.713520198,0.70369445,1990s
1993,mazzy star,unreflected,pop,0.339356766,0.583017437,0.005182186,0.517088429,0.051525144,0.4384209,1990s
1993,queen latifah,just another day...,pop,0.377509415,0.676161594,0.079149798,0.440043074,0.268342951,0.374354835,1990s
1993,janet jackson,this time,pop,0.374497364,0.576519008,0.369433198,0.761684999,0.337386645,0.909907096,1990s
1993,ice cube,really doe,pop,0.009968886,0.770388823,0.023684211,0.701048637,0.687757626,0.737729547,1990s
1993,the queers,fuck the world,pop,0.00020984,0.342575544,0.055364372,0.801912673,0.458985985,0.936934967,1990s
1993,bad religion,skyscraper,pop,0.00378414,0.233185314,0.0,0.594954234,0.095218467,0.735727482,1990s
1993,the cranberries,pretty,pop,0.344376852,0.641503303,0.000149798,0.519908725,0.67126958,0.243219608,1990s
1993,xscape,is my living in vain,pop,0.063452875,0.719484458,0.001022267,0.622823885,0.177658697,0.296274318,1990s
1993,sebadoh,soul and fire,pop,0.025902636,0.399978339,0.000752024,0.673102069,0.31059357,0.618606707,1990s
1993,ice cube,you know how we do it,pop,0.024396611,0.78230261,0.004301619,0.692664667,0.495053586,0.566553029,1990s
1993,new order,regret,pop,0.000821286,0.479042565,0.075607287,0.834320437,0.740313273,0.966965935,1990s
1993,sheryl crow,strong enough,pop,0.812248807,0.562439077,0.000109312,0.525344204,0.58573784,0.268245415,1990s
1993,jellyfish,joining a fan club,pop,0.034035175,0.199610094,1.89e-06,0.656385406,0.215787304,0.842837934,1990s
1993,xscape,just kickin' it,pop,0.053211901,0.697823026,0.000112348,0.56798195,0.73928277,0.443426061,1990s
1993,cocteau twins,know who you are at every age,pop,0.004286149,0.579768223,2.43e-06,0.590236648,0.440436933,0.538524126,1990s
1993,rancid,hyena,pop,0.000199799,0.307917253,0.0,0.738456016,0.754740313,0.88488129,1990s
1993,sarah mclachlan,fumbling towards ecstasy,pop,0.34839292,0.532113073,0.007287449,0.670743276,0.741343776,0.60659432,1990s
1993,the fleetwoods,outside my window,pop,0.887550088,0.570020578,0.00065587,0.459451837,0.462077494,0.158131866,1990s
1993,yanni,only a memory,pop,0.943775044,0.2375176,0.972672065,0.376355665,0.017415499,0.13811122,1990s
1993,crowded house,distant sun,pop,0.008292177,0.376150764,0.0001417,0.709945389,0.642415499,0.718709934,1990s
1993,jamiroquai,emergency on planet earth,pop,0.257027366,0.740062818,8.1e-05,0.780145117,0.876339654,0.841836902,1990s
1993,cocteau twins,evangeline,pop,0.130521215,0.471461064,0.000321862,0.633823039,0.430131904,0.482466319,1990s
1993,björk,aeroplane,pop,0.081023174,0.553774504,0.002408907,0.552777991,0.102431987,0.292270189,1990s
1993,the five satins,in the still of the night,pop,0.879517951,0.398895267,0.0,0.641899341,0.301319044,0.330309415,1990s
1993,björk,human behaviour,pop,0.039758072,0.670746236,0.036234818,0.538932903,0.499175598,0.65063974,1990s
1993,babyface,when can i see you,pop,0.258031384,0.749810462,2.12e-05,0.612004205,0.607378401,0.472455997,1990s
1993,big head todd and the monsters,bittersweet,pop,0.006796192,0.703238384,0.009271255,0.638797016,0.52493817,0.618606707,1990s
1993,candlebox,you,pop,0.007920691,0.289505036,2.91e-06,0.76409507,0.59295136,0.861857548,1990s
1993,toni braxton,how many ways,pop,0.06847296,0.678327737,0.0,0.748762916,0.714550701,0.758751224,1990s
1993,tony! toni! toné!,(lay your head on my) pillow,pop,0.061244037,0.699989169,1.09e-06,0.684434531,0.505358615,0.482466319,1990s
1993,ace of base,don't turn around,pop,0.001043174,0.740062818,0.391700405,0.703176679,0.750618302,0.771764644,1990s
1993,björk,venus as a boy,pop,0.031525132,0.601429655,0.005182186,0.612516986,0.841302556,0.393374448,1990s
1993,sarah mclachlan,possession,pop,0.20080241,0.44871656,0.001568826,0.741481425,0.343569662,0.658647998,1990s
1993,the smashing pumpkins,luna,pop,0.011143585,0.554857576,0.795546559,0.566725636,0.090065952,0.274251608,1990s
1993,candlebox,cover me,pop,0.006213862,0.573269793,4.75e-06,0.735815194,0.334295136,0.638627353,1990s
1993,the fleetwoods,mr. blue,pop,0.93473889,0.338243258,6.96e-06,0.466169269,0.193116241,0.088960536,1990s
1993,a tribe called quest,oh my god,pop,0.032830354,0.871114481,0.018927126,0.709714637,0.710428689,0.698689288,1990s
1993,betty everett,the shoop shoop song (it's in his kiss),pop,0.745983681,0.632838731,0.0,0.663897649,0.972176422,0.454437416,1990s
1993,snoop dogg,g funk (intro),pop,0.02670585,0.773638037,0.0,0.812681076,0.489901072,0.897894709,1990s
1993,the breeders,cannonball,pop,0.009185752,0.476876422,0.792510121,0.663974566,0.726916735,0.758751224,1990s
1993,the tokens,the lion sleeps tonight (wimoweh),pop,0.745983681,0.280840464,0.0,0.673640489,0.804204452,0.474458061,1990s
1993,janet jackson,that's the way love goes,pop,0.303212152,0.694573811,0.476720648,0.740148194,0.575432811,0.700691353,1990s
1993,the smashing pumpkins,today,pop,3.26e-05,0.427055128,0.576923077,0.719072892,0.403338829,0.826821418,1990s
1993,the cranberries,dreams,pop,0.003141569,0.529946929,0.003896761,0.578570879,0.505358615,0.643632514,1990s
1993,snoop dogg,"ain't no fun (if the homies cant have none) (feat. nate dogg, warren g & kurupt)",pop,0.045179764,0.842954619,4.37e-05,0.783990975,0.691879637,0.798792515,1990s
1993,naughty by nature,hip hop hooray,pop,0.102408737,0.866782194,0.0,0.56418737,0.764014839,0.642631482,1990s
1993,the lemonheads,into your arms,pop,0.066364524,0.479042565,1.33e-06,0.676537702,0.613561418,0.782775999,1990s
1993,wu-tang clan,shame on a nigga,pop,0.08493884,0.896025127,7.53e-06,0.638848294,0.390972795,0.466449803,1990s
1993,the smashing pumpkins,mayonaise,pop,0.000106426,0.45521499,0.549595142,0.646898956,0.066570486,0.528513803,1990s
1993,duran duran,come undone,pop,0.042468918,0.520199285,4e-06,0.703894572,0.705276175,0.793787354,1990s
1993,mariah carey,without you,pop,0.32429651,0.557023719,2.03e-06,0.695664436,0.127164056,0.526511739,1990s
1993,duran duran,ordinary world,pop,0.01315162,0.444384274,1.13e-05,0.653436915,0.388911789,0.652641804,1990s
1993,seaweed,losing skin,pop,5.53e-06,0.159536445,0.006649798,0.752019075,0.461046991,0.951950451,1990s
1993,counting crows,time and time again,pop,0.604417274,0.436802773,2.32e-05,0.734815271,0.14983512,0.533518965,1990s
1993,counting crows,a murder of one,pop,0.127509164,0.511534712,0.000657895,0.704868856,0.427040396,0.602590191,1990s
1993,mary wells,what love has joined together,pop,0.909638463,0.535362287,0.0,0.651796016,0.771228359,0.482466319,1990s
1993,frank black,i heard ramona sing,pop,0.030621517,0.665330878,0.070242915,0.763197703,0.90725474,0.881878193,1990s
1993,candlebox,don't you,pop,0.009808243,0.45521499,0.0,0.779657975,0.586768343,0.938937032,1990s
1993,salt-n-pepa,whatta man (feat. en vogue),pop,0.092770173,0.728149031,9.4e-05,0.695305489,0.949505359,0.671661417,1990s
1993,archers of loaf,web in front,pop,0.017368491,0.549442218,0.0,0.710381253,0.964962902,0.866862709,1990s
1993,snoop dogg,bathtub,pop,0.126505147,0.394562981,1.16e-06,0.574725021,0.70012366,0.539525158,1990s
1993,a tribe called quest,clap your hands,pop,0.131525232,0.828874689,0.003360324,0.709201856,0.767106348,0.775768773,1990s
1993,candlebox,change,pop,0.006866473,0.624174158,0.0,0.740045638,0.38582028,0.660650062,1990s
1993,cracker,get off this,pop,0.000888555,0.493122495,0.000694332,0.706279004,0.675391591,0.921919483,1990s
1993,the four aces,heart and soul,pop,0.874497866,0.558106791,0.0,0.528959311,0.575432811,0.153126704,1990s
1993,ice cube,down for whatever,pop,0.088051293,0.628506444,0.012550607,0.592723637,0.394064303,0.613601546,1990s
1993,brian hyland,sealed with a kiss,pop,0.745983681,0.419473627,0.0,0.648078353,0.593981863,0.362342448,1990s
1993,the smashing pumpkins,quiet,pop,1.12e-05,0.384815336,0.581983806,0.712663128,0.238458368,0.84083587,1990s
1993,big head todd and the monsters,broken hearted savior,pop,0.020681748,0.529946929,0.000412955,0.704791939,0.465169002,0.70369445,1990s
1993,tears for fears,break it down again,pop,0.018372508,0.675078523,0.637651822,0.737456093,0.500206101,0.74373574,1990s
1993,mazzy star,five string serenade,pop,0.5060236,0.37398462,0.12854251,0.381688588,0.186933223,0.092664355,1990s
1993,faith hill,piece of my heart,pop,0.206826513,0.579768223,1.6e-06,0.69935646,0.848516076,0.702693417,1990s
1993,mariah carey,anytime you need a friend,pop,0.470883003,0.55052529,8.01e-06,0.710227418,0.279678483,0.549535481,1990s
1993,glass tiger,don't forget me (when i'm gone),pop,0.080521165,0.596014297,0.000495951,0.679768223,0.734130256,0.697688256,1990s
1993,slowdive,souvlaki space station,pop,0.003663658,0.352323189,0.798582996,0.701997282,0.43219291,0.599587094,1990s
1993,counting crows,sullivan street,pop,0.482931208,0.551608361,2.81e-05,0.718252442,0.1786892,0.378358964,1990s
1993,pj harvey,rid of me,pop,0.004988961,0.70757067,0.006184211,0.385303695,0.522877164,0.093865594,1990s
1993,the smashing pumpkins,geek u.s.a.,pop,8.3e-06,0.261345175,0.768218623,0.726277466,0.287922506,0.925923612,1990s
1993,dave matthews band,seek up,pop,0.84236932,0.512617784,0.006487854,0.394149168,0.368301731,0.318297028,1990s
1993,a tribe called quest,we can get down,pop,0.057629576,0.777970324,0.012348178,0.658077584,0.663025556,0.626614965,1990s
1994,hootie & the blowfish,i'm goin' home,pop,0.015762064,0.549442218,0.000102227,0.71479117,0.815539984,0.741733676,1990s
1994,mary j. blige,don't go,pop,0.065059302,0.509368569,0.0,0.747378407,0.507419621,0.653642836,1990s
1994,311,homebrew,pop,0.008071293,0.658832449,0.0,0.670409968,0.496084089,0.896893677,1990s
1994,heather nova,island,pop,0.484939242,0.461713419,0.000758097,0.607568649,0.100370981,0.417399222,1990s
1994,brandy,brokenhearted,pop,0.318272408,0.620924943,2.73e-05,0.608389098,0.274525969,0.330309415,1990s
1994,tom petty,only a broken heart,pop,0.078312328,0.702155312,0.001305668,0.640514832,0.377576257,0.41639819,1990s
1994,hootie & the blowfish,let her cry,pop,0.477911122,0.378316907,0.0,0.709586442,0.470321517,0.542528255,1990s
1994,the jesus and mary chain,sometimes always,pop,0.001063254,0.417307484,0.015890688,0.66033382,0.590890354,0.72571716,1990s
1994,portishead,biscuit,pop,0.752007783,0.729232102,0.041295547,0.707535318,0.319868096,0.457440513,1990s
1994,the cranberries,ridiculous thoughts,pop,0.005741974,0.40106141,8.98e-06,0.673819963,0.242580379,0.702693417,1990s
1994,toadies,away,pop,0.000311245,0.514783927,0.017510121,0.680870702,0.629018961,0.781774966,1990s
1994,low,words,pop,0.093472985,0.309000325,0.624493927,0.52275466,0.211665293,0.209184511,1990s
1994,phish,down with disease,pop,0.029416696,0.622008015,0.00017004,0.718637028,0.570280297,0.79679045,1990s
1994,guided by voices,i am a scientist,pop,0.981927693,0.506119354,0.021659919,0.569366459,0.504328112,0.513498319,1990s
1994,mary j. blige,you gotta believe,pop,0.269075571,0.617675728,0.0,0.655821347,0.368301731,0.503487997,1990s
1994,the cranberries,i can't be with you,pop,0.084637635,0.450882703,8.76e-06,0.647924519,0.684666117,0.742734708,1990s
1994,toad the wet sprocket,fall down,pop,0.146585489,0.444384274,0.000680162,0.737789401,0.773289365,0.856852386,1990s
1994,the offspring,genocide,pop,0.02138456,0.298169609,4.92e-05,0.72371356,0.502267106,0.904901935,1990s
1994,the offspring,what happened to you?,pop,0.140561386,0.441135059,0.0,0.732302643,0.928895301,0.943942193,1990s
1994,aaliyah,down with the clique,pop,0.032328346,0.670746236,0.0,0.728302951,0.764014839,0.545531352,1990s
1994,mariah carey,o holy night,pop,0.368473262,0.325246399,6.54e-06,0.72940543,0.173536686,0.505490061,1990s
1994,hole,jennifer's body,pop,0.000801206,0.339326329,3.55e-06,0.703304874,0.518755153,0.826821418,1990s
1994,rancid,radio,pop,0.007980932,0.397812195,0.00034919,0.671538087,0.720733718,0.843838967,1990s
1994,the notorious b.i.g.,friend of mine,pop,0.399597791,0.781219539,0.000123482,0.760403046,0.647568013,0.812806967,1990s
1994,anne murray,broken hearted me,pop,0.263051469,0.40106141,2.97e-06,0.696459247,0.065952185,0.446429158,1990s
1994,hole,rock star,pop,0.006274103,0.25809596,7.34e-05,0.752352383,0.207543281,0.881878193,1990s
1994,live,shit towne,pop,0.000265061,0.218022311,0.000629555,0.765197549,0.436314922,0.903900903,1990s
1994,"clarence ""frogman"" henry",ain't got no home,pop,0.321284459,0.650167876,4.3e-05,0.707868625,0.544517725,0.471454964,1990s
1994,k. s. chithra,kehna hi kya,pop,0.684738639,0.683743095,0.0,0.51408866,0.580585326,0.268245415,1990s
1994,nofx,perfect government,pop,5.18e-05,0.304668039,0.000105263,0.706432838,0.279678483,0.913911225,1990s
1994,built to spill,reasons,pop,0.551204369,0.357738547,0.0,0.694100454,0.315746084,0.664654191,1990s
1994,bad religion,stranger than fiction,pop,0.072890635,0.311166468,7.35e-05,0.727097916,0.790807914,0.972972129,1990s
1994,violent femmes,color me once,pop,0.638553854,0.679410809,0.002580972,0.68904956,0.351813685,0.512497287,1990s
1994,mariah carey,santa claus is comin' to town,pop,0.209838564,0.526697715,0.0,0.709509525,0.407460841,0.750742966,1990s
1994,cake,mr. mastodon farm,pop,0.039858474,0.624174158,0.0,0.673563572,0.902102226,0.551537546,1990s
1994,medicine,time baby iii,pop,0.021585363,0.323080256,9.3e-06,0.751480655,0.722794724,0.701692385,1990s
1994,outkast,myintrotoletuknow,pop,0.123493096,0.772554966,0.0,0.759915904,0.246702391,0.673663482,1990s
1994,craig mack,get down,pop,0.281123776,0.692407668,5.82e-05,0.682793631,0.529060181,0.568555094,1990s
1994,lagwagon,know it all,pop,7.18e-05,0.396729124,2.99e-05,0.799425685,0.818631492,0.951950451,1990s
1994,blink-182,tv,pop,0.000691768,0.372901549,0.001862348,0.681768069,0.538334707,0.892889548,1990s
1994,tlc,sumthin' wicked this way comes,pop,0.195782325,0.637171017,1.09e-05,0.730302797,0.569249794,0.752745031,1990s
1994,jeff buckley,mojo pin,pop,0.097689857,0.21044081,6.29e-06,0.659821039,0.037613355,0.400381674,1990s
1994,hole,plump,pop,0.006525107,0.453048847,0.146761134,0.740584058,0.765045342,0.824819354,1990s
1994,the notorious b.i.g.,#!*@ me,pop,0.360441125,0.405393697,0.0,0.662487501,0.416735367,0.624612901,1990s
1994,gang starr,code of the streets,pop,0.001906628,0.609011156,0.109311741,0.701843448,0.826875515,0.804798708,1990s
1994,nofx,lori meyers,pop,6.03e-05,0.104299794,0.000238866,0.706330282,0.306471558,0.89389058,1990s
1994,rancid,side kick,pop,0.016665679,0.409725983,0.0,0.710535087,0.658903545,0.913911225,1990s
1994,stereolab,ping pong,pop,0.057328371,0.281923535,4.65e-06,0.625823655,0.775350371,0.58457161,1990s
1994,portishead,pedestal,pop,0.134537284,0.644752518,0.699392713,0.642437761,0.42497939,0.460443609,1990s
1994,phish,scent of a mule,pop,0.426706252,0.378316907,0.001194332,0.682998744,0.804204452,0.830825547,1990s
1994,boyz ii men,thank you,pop,0.019778132,0.670746236,0.0,0.683408969,0.927864798,0.704695482,1990s
1994,the cranberries,everything i said,pop,0.007047196,0.369652334,4.3e-05,0.645334974,0.053380049,0.38536619,1990s
1994,tom petty,don't fade on me,pop,0.815260859,0.532113073,0.000283401,0.535933133,0.411582852,0.215190705,1990s
1994,blink-182,sometimes,pop,0.000290161,0.306834182,0.028036437,0.702766454,0.912407255,0.945944258,1990s
1994,the cranberries,the icicle melts,pop,0.028111474,0.31224954,0.0,0.711714484,0.051834295,0.57556232,1990s
1994,the offspring,bad habit,pop,0.025199824,0.316581826,0.0,0.719842063,0.370362737,0.730722321,1990s
1994,live,the dam at otter creek,pop,0.011143585,0.229936099,0.343117409,0.694715791,0.190024732,0.623611869,1990s
1994,the cranberries,daffodil lament,pop,0.036746021,0.110798224,0.318825911,0.613952773,0.065643034,0.45643948,1990s
1994,toadies,backslider,pop,0.000998997,0.508285498,0.00104251,0.691921134,0.725886232,0.811805934,1990s
1994,the cranberries,dreaming my dreams,pop,0.140561386,0.27867432,0.000321862,0.503756121,0.415704864,0.211186576,1990s
1994,the offspring,nitro (youth energy),pop,0.000816266,0.281923535,0.0,0.751326821,0.761953833,0.90289987,1990s
1994,green day,burnout,pop,0.000164659,0.474710278,0.001194332,0.779324667,0.893858203,0.921919483,1990s
1994,pavement,range life,pop,0.044677756,0.534279216,1.42e-05,0.672461093,0.721764221,0.724716127,1990s
1994,nas,it ain't hard to tell,pop,1.61e-05,0.680493881,0.043623482,0.765018076,0.343569662,0.729721289,1990s
1994,stone temple pilots,big empty,pop,0.034838388,0.296003466,0.0,0.734225572,0.287922506,0.716707869,1990s
1994,nofx,linoleum,pop,3.23e-05,0.128127369,0.000557692,0.691177602,0.421887881,0.934932903,1990s
1994,the notorious b.i.g.,warning,pop,0.357429074,0.576519008,2.21e-05,0.7194062,0.414674361,0.785779095,1990s
1994,gang starr,mass appeal,pop,0.020882551,0.808296328,0.279352227,0.697946312,0.610469909,0.726718192,1990s
1994,green day,she,pop,7.3e-05,0.333910972,0.008269231,0.813219496,0.876339654,0.937936,1990s
1994,veruca salt,seether,pop,0.003111449,0.597097368,0.003795547,0.679332359,0.689818631,0.828823483,1990s
1994,common,resurrection,pop,0.025300226,0.766056536,0.000388664,0.591569879,0.421887881,0.682672772,1990s
1994,aaliyah,age ain't nothing but a number,pop,0.155621642,0.57110365,0.091396761,0.694433762,0.422918384,0.532517932,1990s
1994,portishead,roads,pop,0.807228722,0.528863858,0.05708502,0.615798785,0.163231657,0.27925677,1990s
1994,weezer,in the garage,pop,0.000145582,0.512617784,0.000103239,0.735533164,0.309563067,0.710701676,1990s
1994,the notorious b.i.g.,suicidal thoughts,pop,0.441766508,0.481208708,2.33e-05,0.652744661,0.056883759,0.505490061,1990s
1994,anne murray,could i have this dance,pop,0.783132312,0.456298061,0.001589069,0.662102915,0.612530915,0.34132077,1990s
1994,the smashing pumpkins,landslide,pop,0.899598293,0.390230694,0.026821862,0.506909725,0.340478153,0.208183479,1990s
1994,sponge,plowed,pop,0.002529119,0.379399978,4.44e-05,0.683434608,0.216817807,0.880877161,1990s
1994,sinéad o'connor,all apologies,pop,0.913654532,0.737896675,0.024392713,0.204240699,0.318837593,0.026195813,1990s
1994,da brat,funkdafied,pop,0.076003088,0.801797899,0.0,0.597133554,0.738252267,0.461444642,1990s
1994,green day,longview,pop,0.008372498,0.345824759,0.010222672,0.719508756,0.814509481,0.732724385,1990s
1994,tom petty,wildflowers,pop,0.590361034,0.514783927,2.32e-05,0.560649181,0.568219291,0.315293931,1990s
1994,beck,loser,pop,0.034235978,0.648001733,9.76e-05,0.647642489,0.788746908,0.627615998,1990s
1994,the cranberries,zombie,pop,0.016364474,0.257012889,0.003633603,0.683152578,0.291014015,0.613601546,1990s
1994,aaliyah,back & forth,pop,0.070079388,0.697823026,5.37e-06,0.707560957,0.906224237,0.727719224,1990s
1994,blues traveler,hook,pop,0.057529174,0.633921802,1.37e-06,0.751967797,0.773289365,0.755748127,1990s
1994,pretenders,i'll stand by you,pop,0.301204118,0.40755984,4.54e-06,0.746301567,0.249793899,0.60659432,1990s
1994,dinosaur jr.,feel the pain,pop,0.003322292,0.301418824,0.019331984,0.699997436,0.855729596,0.804798708,1990s
1994,live,i alone,pop,0.002529119,0.372901549,0.003815789,0.726533856,0.092126958,0.811805934,1990s
1994,mary j. blige,my life,pop,0.12550113,0.524531572,0.0,0.707458401,0.350783182,0.612600514,1990s
1994,warren g,do you see,pop,0.161645745,0.767139608,1.78e-06,0.642873625,0.563066777,0.629618062,1990s
1994,townes van zandt,dead flowers,pop,0.480923174,0.533196144,0.0,0.484424275,0.408491344,0.175149414,1990s
1994,portishead,numb,pop,0.068874567,0.562439077,5.41e-06,0.759403123,0.215787304,0.444427093,1990s
1994,mariah carey,christmas (baby please come home),pop,0.022087372,0.546193003,0.0,0.723354614,0.693940643,0.782775999,1990s
1994,nofx,leave it alone,pop,0.000173695,0.324163327,0.015587045,0.681434761,0.457955482,0.857853418,1990s
1994,the offspring,come out and play,pop,0.094677806,0.489873281,1.54e-06,0.817680691,0.901071723,0.88488129,1990s
1994,jeff buckley,grace,pop,0.113452925,0.524531572,3.12e-05,0.767966567,0.221970322,0.865861677,1990s
1994,lloyd price,personality,pop,0.725903339,0.570020578,0.0,0.68904956,0.891797197,0.449432255,1990s
1994,nas,the genesis,pop,0.451806679,0.597097368,0.0,0.794502987,0.929925804,0.899896774,1990s
1994,built to spill,distopian dream girl,pop,0.214858649,0.28517275,0.001518219,0.687280466,0.714550701,0.677667611,1990s
1994,mary j. blige,i love you,pop,0.288151896,0.604678869,0.020647773,0.674358383,0.604286892,0.750742966,1990s
1994,madonna,take a bow,pop,0.418674115,0.548359147,3.43e-06,0.687203548,0.296166529,0.366346577,1990s
1994,tom petty,to find a friend,pop,0.021484961,0.520199285,0.000449393,0.707048176,0.496084089,0.673663482,1990s
1994,portishead,mysterons,pop,0.449798644,0.636087945,0.000553644,0.619593365,0.458985985,0.488472513,1990s
1994,changing faces,stroke you up,pop,0.279115742,0.723816744,0.0,0.826064662,0.644476505,0.731723353,1990s
1994,mary j. blige,you bring me joy,pop,0.012147603,0.785551825,0.0,0.734046099,0.31780709,0.439421932,1990s
1994,weezer,holiday,pop,0.00048494,0.460630348,1.53e-05,0.735020383,0.331203627,0.802796644,1990s
1994,toadies,tyler,pop,5.48e-05,0.315498754,0.025809717,0.663615619,0.577493817,0.772765676,1990s
1994,green day,sassafras roots,pop,4.95e-05,0.119462796,0.004848178,0.783349999,0.883553174,0.970970064,1990s
1994,kenny loggins,return to pooh corner,pop,0.797188551,0.287338893,1.77e-05,0.529702843,0.31780709,0.220195866,1990s
1994,green day,chump,pop,0.00022992,0.172533304,0.179149798,0.698946235,0.633140973,0.887884386,1990s
1994,meat puppets,backwater,pop,0.199798393,0.457381133,0.001933198,0.745916981,0.533182193,0.821816257,1990s
1994,green day,pulling teeth,pop,0.001715865,0.508285498,0.087348178,0.784375561,0.879431162,0.872868902,1990s
1994,green day,coming clean,pop,0.00013755,0.299252681,0.000230769,0.788400892,0.677452597,0.992992774,1990s
1994,nofx,don't call me white,pop,2.11e-05,0.289505036,9.82e-05,0.703586904,0.304410552,0.919917419,1990s
1994,mary j. blige,mary jane (all night long),pop,0.154617625,0.784468753,3.9e-05,0.6701023,0.881492168,0.300278447,1990s
1994,live,selling the drama,pop,0.016364474,0.440051987,5.3e-05,0.741378868,0.337386645,0.895892644,1990s
1994,the notorious b.i.g.,just playing (dreams),pop,0.517067788,0.766056536,0.0,0.7844012,0.684666117,0.673663482,1990s
1994,the notorious b.i.g.,unbelievable,pop,0.179718052,0.766056536,0.000649798,0.717329436,0.767106348,0.791785289,1990s
1994,tom petty,crawling back to you,pop,0.056223952,0.599263511,0.000810729,0.669871548,0.231244847,0.495479739,1990s
1994,coolio,fantastic voyage,pop,0.03905526,0.894942056,3.29e-06,0.573007205,0.760923331,0.58457161,1990s
1994,scarface,no tears,pop,0.035440799,0.886277483,0.0,0.723790478,0.723825227,0.81881316,1990s
1994,hootie & the blowfish,running from an angel,pop,0.341364801,0.513700856,1.81e-06,0.755788016,0.694971146,0.825820386,1990s
1995,the smashing pumpkins,galapogos,pop,0.015862466,0.325246399,0.747975709,0.548393713,0.021743611,0.409390964,1990s
1995,shania twain,the woman in me (needs the man in you),pop,0.508031635,0.552691433,1.23e-05,0.581980873,0.116859027,0.276253673,1990s
1995,mariah carey,melt away,pop,0.536144113,0.533196144,0.0,0.63569469,0.300288541,0.560546836,1990s
1995,no doubt,tragic kingdom,pop,0.015159654,0.370735406,4.72e-05,0.744814501,0.627988458,0.865861677,1990s
1995,john prine,lake marie,pop,0.295180015,0.626340301,3.54e-05,0.666076968,0.761953833,0.507492126,1990s
1995,better than ezra,in the blood,pop,0.00033233,0.284089678,0.001771255,0.636027998,0.543487222,0.754747095,1990s
1995,the smashing pumpkins,cupid de locke,pop,0.000235944,0.367486191,0.388663968,0.633515371,0.36417972,0.676666579,1990s
1995,our lady peace,starseed,pop,0.000356426,0.492039424,0.028340081,0.756864857,0.446619951,0.907905032,1990s
1995,gladys knight & the pips,if i were your woman,pop,0.709839066,0.461713419,0.093016194,0.67035869,0.521846661,0.510495223,1990s
1995,the smashing pumpkins,to forgive,pop,0.020380543,0.562439077,0.772267206,0.591441684,0.02864798,0.314292899,1990s
1995,stereolab,french disko,pop,9.94e-06,0.297086537,0.481781377,0.75730072,0.254946414,0.750742966,1990s
1995,tricky,hell is round the corner,pop,0.319276425,0.567854435,0.004696356,0.602287004,0.501236603,0.54453032,1990s
1995,coolio,1-2-3-4 (sumpin' new),pop,0.289155913,0.918769631,0.004827935,0.667076892,0.697032152,0.68167174,1990s
1995,green day,geek stink breath,pop,5.03e-05,0.485540994,1.05e-05,0.860010768,0.790807914,0.996996903,1990s
1995,whitney houston,why does it hurt so bad,pop,0.139557369,0.610094227,0.0,0.707535318,0.242580379,0.422404383,1990s
1995,ol' dirty bastard,hippa to da hoppa,pop,0.158633693,0.766056536,0.013259109,0.546624619,0.224031327,0.364344512,1990s
1995,raekwon,criminology,pop,0.016866483,0.704321456,0.0,0.758172448,0.453833471,0.726718192,1990s
1995,coolio,gangsta's paradise,pop,0.037348431,0.627423373,0.0,0.750301259,0.403338829,0.630619094,1990s
1995,alanis morissette,head over feet,pop,0.016364474,0.420556699,0.0,0.691049406,0.414674361,0.783777031,1990s
1995,boyzone,love me for a reason,pop,0.060340422,0.445467345,0.0,0.655770069,0.616652927,0.738730579,1990s
1995,björk,i miss you,pop,0.029517098,0.623091086,0.443319838,0.641078891,0.080791426,0.761754321,1990s
1995,no doubt,world go 'round,pop,0.154617625,0.540777645,2.32e-05,0.758608312,0.769167354,0.806800773,1990s
1995,jewel,near you always,pop,0.916666583,0.259179032,0.0,0.549009051,0.352844188,0.18215664,1990s
1995,björk,isobel,pop,0.000521085,0.567854435,0.29048583,0.62595185,0.167353669,0.564550965,1990s
1995,annie lennox,train in vain,pop,0.580320864,0.764973465,1.63e-06,0.725585211,0.682605111,0.548534449,1990s
1995,guided by voices,"as we go up, we go down",pop,0.100099498,0.354489332,0.222672065,0.755788016,0.731038747,0.896893677,1990s
1995,elliott smith,coming up roses,pop,0.186746171,0.509368569,0.0,0.56744353,0.22506183,0.296274318,1990s
1995,rancid,the 11th hour,pop,0.003683739,0.4281382,4.96e-06,0.775889034,0.636232481,0.95595458,1990s
1995,mariah carey,long ago,pop,0.268071554,0.655583234,2.26e-06,0.677537625,0.74649629,0.611599481,1990s
1995,green day,no pride,pop,4.46e-06,0.346907831,0.046558704,0.783196164,0.754740313,0.974974193,1990s
1995,natalie merchant,beloved wife,pop,0.55421642,0.577602079,0.018421053,0.651078122,0.253915911,0.281258834,1990s
1995,guided by voices,a salty salute,pop,0.272087623,0.522365428,0.000104251,0.702381868,0.529060181,0.636625288,1990s
1995,big l,lifestylez ov da poor & dangerous,pop,0.263051469,0.67291238,2.16e-05,0.689485424,0.384789777,0.652641804,1990s
1995,tracy chapman,i'm ready,pop,0.769076073,0.384815336,0.000496964,0.59508243,0.373454246,0.239215479,1990s
1995,mariah carey,daydream interlude,pop,0.119477028,0.620924943,0.000939271,0.670179217,0.335325639,0.525510707,1990s
1995,no doubt,total hate '95,pop,0.012348406,0.444384274,2.54e-05,0.736097223,0.756801319,0.887884386,1990s
